,country,most_important_feature,feature_value,# functioning,# not functioning,percentage_broken
1624,Malawi,lat_deg,-13.9858,1.0,1.0,50.0
1625,Malawi,lat_deg,-13.985,,1.0,100.0
1626,Malawi,lat_deg,-13.7515,,1.0,100.0
1627,Malawi,lat_deg,-13.7509,,1.0,100.0
1628,Malawi,lat_deg,-13.7488,,1.0,100.0
1629,Malawi,lat_deg,-12.9065,,1.0,100.0
1630,Malawi,lat_deg,-13.2475,,1.0,100.0
1631,Malawi,lat_deg,-13.2311,,1.0,100.0
1632,Malawi,lat_deg,-13.1738,,1.0,100.0
1633,Malawi,lat_deg,-13.1627,,1.0,100.0
1634,Malawi,lat_deg,-13.154000000000002,,1.0,100.0
1635,Malawi,lat_deg,-13.1153,,1.0,100.0
1636,Malawi,lat_deg,-12.8919,,1.0,100.0
1637,Malawi,lat_deg,-13.3378,,1.0,100.0
1638,Malawi,lat_deg,-12.8804,,1.0,100.0
1639,Malawi,lat_deg,-12.335999999999999,,1.0,100.0
1640,Malawi,lat_deg,-12.0659,,1.0,100.0
1641,Malawi,lat_deg,-11.9908,,1.0,100.0
1642,Malawi,lat_deg,-11.9374,,1.0,100.0
1643,Malawi,lat_deg,-11.4518,,1.0,100.0
1644,Malawi,lat_deg,-13.2594,,1.0,100.0
1645,Malawi,lat_deg,-13.3648,,1.0,100.0
1646,Malawi,lat_deg,-13.7353,,1.0,100.0
1647,Malawi,lat_deg,-13.6633,,1.0,100.0
1648,Malawi,lat_deg,-13.7017,1.0,1.0,50.0
1649,Malawi,lat_deg,-13.699000000000002,1.0,1.0,50.0
1650,Malawi,lat_deg,-13.6886,1.0,1.0,50.0
1651,Malawi,lat_deg,-13.6737,1.0,1.0,50.0
1652,Malawi,lat_deg,-13.6722,,1.0,100.0
1653,Malawi,lat_deg,-13.6701,,1.0,100.0
1654,Malawi,lat_deg,-13.658,,1.0,100.0
1655,Malawi,lat_deg,-13.4177,,1.0,100.0
1656,Malawi,lat_deg,-13.6356,,1.0,100.0
1657,Malawi,lat_deg,-13.5869,,1.0,100.0
1658,Malawi,lat_deg,-13.4718,,1.0,100.0
1659,Malawi,lat_deg,-13.467,,1.0,100.0
1660,Malawi,lat_deg,-13.4341,,1.0,100.0
1661,Malawi,lat_deg,-13.4281,,1.0,100.0
1662,Malawi,lat_deg,-15.3201,1.0,1.0,50.0
1663,Malawi,lat_deg,-15.3215,2.0,1.0,33.33
1664,Malawi,lat_deg,-15.6991,,1.0,100.0
1665,Malawi,lat_deg,-15.5038,2.0,1.0,33.33
1666,Malawi,lat_deg,-15.5153,3.0,1.0,25.0
1667,Malawi,lat_deg,-15.5139,2.0,1.0,33.33
1668,Malawi,lat_deg,-15.5137,1.0,1.0,50.0
1669,Malawi,lat_deg,-15.5134,,1.0,100.0
1670,Malawi,lat_deg,-15.5125,1.0,1.0,50.0
1671,Malawi,lat_deg,-15.5123,,1.0,100.0
1672,Malawi,lat_deg,-15.51,1.0,1.0,50.0
1673,Malawi,lat_deg,-15.5096,,1.0,100.0
1674,Malawi,lat_deg,-15.5095,2.0,1.0,33.33
1675,Malawi,lat_deg,-15.5091,2.0,1.0,33.33
1676,Malawi,lat_deg,-15.5089,1.0,1.0,50.0
1677,Malawi,lat_deg,-15.5068,2.0,1.0,33.33
1678,Malawi,lat_deg,-15.5057,,1.0,100.0
1679,Malawi,lat_deg,-15.5054,3.0,1.0,25.0
1680,Malawi,lat_deg,-15.5045,,1.0,100.0
1681,Malawi,lat_deg,-15.5155,,1.0,100.0
1682,Malawi,lat_deg,-15.5164,,1.0,100.0
1683,Malawi,lat_deg,-15.5176,2.0,1.0,33.33
1684,Malawi,lat_deg,-15.5399,,1.0,100.0
1685,Malawi,lat_deg,-15.5521,,1.0,100.0
1686,Malawi,lat_deg,-15.5503,1.0,1.0,50.0
1687,Malawi,lat_deg,-15.55,,1.0,100.0
1688,Malawi,lat_deg,-15.5497,1.0,1.0,50.0
1689,Malawi,lat_deg,-15.547,,1.0,100.0
1690,Malawi,lat_deg,-15.5432,1.0,1.0,50.0
1691,Malawi,lat_deg,-15.5362,2.0,1.0,33.33
1692,Malawi,lat_deg,-15.5192,2.0,1.0,33.33
1693,Malawi,lat_deg,-15.5351,2.0,1.0,33.33
1694,Malawi,lat_deg,-15.5348,,1.0,100.0
1695,Malawi,lat_deg,-15.5336,1.0,1.0,50.0
1696,Malawi,lat_deg,-15.5286,2.0,1.0,33.33
1697,Malawi,lat_deg,-15.5229,1.0,1.0,50.0
1698,Malawi,lat_deg,-15.5206,3.0,1.0,25.0
1699,Malawi,lat_deg,-15.5043,,1.0,100.0
1700,Malawi,lat_deg,-15.5037,,1.0,100.0
1701,Malawi,lat_deg,-15.4835,2.0,1.0,33.33
1702,Malawi,lat_deg,-15.5034,2.0,1.0,33.33
1703,Malawi,lat_deg,-15.4902,,1.0,100.0
1704,Malawi,lat_deg,-15.49,1.0,1.0,50.0
1705,Malawi,lat_deg,-15.4898,1.0,1.0,50.0
1706,Malawi,lat_deg,-15.4896,,1.0,100.0
1707,Malawi,lat_deg,-15.4894,3.0,1.0,25.0
1708,Malawi,lat_deg,-15.4893,,1.0,100.0
1709,Malawi,lat_deg,-15.489,1.0,1.0,50.0
1710,Malawi,lat_deg,-15.4888,1.0,1.0,50.0
1711,Malawi,lat_deg,-15.4884,4.0,1.0,20.0
1712,Malawi,lat_deg,-15.4881,3.0,1.0,25.0
1713,Malawi,lat_deg,-15.4869,2.0,1.0,33.33
1714,Malawi,lat_deg,-15.4867,3.0,1.0,25.0
1715,Malawi,lat_deg,-15.4866,,1.0,100.0
1716,Malawi,lat_deg,-15.485999999999999,1.0,1.0,50.0
1717,Malawi,lat_deg,-15.4851,,1.0,100.0
1718,Malawi,lat_deg,-15.4903,2.0,1.0,33.33
1719,Malawi,lat_deg,-15.4906,2.0,1.0,33.33
1720,Malawi,lat_deg,-15.4919,,1.0,100.0
1721,Malawi,lat_deg,-15.4989,1.0,1.0,50.0
1722,Malawi,lat_deg,-15.5032,3.0,1.0,25.0
1723,Malawi,lat_deg,-15.5013,1.0,1.0,50.0
1724,Malawi,lat_deg,-15.501,,1.0,100.0
1725,Malawi,lat_deg,-15.5002,1.0,1.0,50.0
1726,Malawi,lat_deg,-15.5,1.0,1.0,50.0
1727,Malawi,lat_deg,-15.499,1.0,1.0,50.0
1728,Malawi,lat_deg,-15.4977,1.0,1.0,50.0
1729,Malawi,lat_deg,-15.4927,3.0,1.0,25.0
1730,Malawi,lat_deg,-15.4969,1.0,1.0,50.0
1731,Malawi,lat_deg,-15.4962,4.0,1.0,20.0
1732,Malawi,lat_deg,-15.4957,,1.0,100.0
1733,Malawi,lat_deg,-15.4956,3.0,1.0,25.0
1734,Malawi,lat_deg,-15.4955,3.0,1.0,25.0
1735,Malawi,lat_deg,-15.4944,1.0,1.0,50.0
1736,Malawi,lat_deg,-15.5557,,1.0,100.0
1737,Malawi,lat_deg,-15.5572,1.0,1.0,50.0
1738,Malawi,lat_deg,-15.5579,1.0,1.0,50.0
1739,Malawi,lat_deg,-15.559000000000001,,1.0,100.0
1740,Malawi,lat_deg,-15.6829,,1.0,100.0
1741,Malawi,lat_deg,-15.6818,,1.0,100.0
1742,Malawi,lat_deg,-15.6781,,1.0,100.0
1743,Malawi,lat_deg,-15.6776,1.0,1.0,50.0
1744,Malawi,lat_deg,-15.6773,,1.0,100.0
1745,Malawi,lat_deg,-15.677,,1.0,100.0
1746,Malawi,lat_deg,-15.6764,1.0,1.0,50.0
1747,Malawi,lat_deg,-15.6758,,1.0,100.0
1748,Malawi,lat_deg,-15.6734,,1.0,100.0
1749,Malawi,lat_deg,-15.673,1.0,1.0,50.0
1750,Malawi,lat_deg,-15.6715,,1.0,100.0
1751,Malawi,lat_deg,-15.6667,3.0,1.0,25.0
1752,Malawi,lat_deg,-15.6661,,1.0,100.0
1753,Malawi,lat_deg,-15.6644,2.0,1.0,33.33
1754,Malawi,lat_deg,-15.6602,1.0,1.0,50.0
1755,Malawi,lat_deg,-15.6836,,1.0,100.0
1756,Malawi,lat_deg,-15.6848,,1.0,100.0
1757,Malawi,lat_deg,-15.6854,,1.0,100.0
1758,Malawi,lat_deg,-15.6949,,1.0,100.0
1759,Malawi,lat_deg,-15.6976,1.0,1.0,50.0
1760,Malawi,lat_deg,-15.6974,1.0,1.0,50.0
1761,Malawi,lat_deg,-15.6968,,1.0,100.0
1762,Malawi,lat_deg,-15.6959,1.0,1.0,50.0
1763,Malawi,lat_deg,-15.6956,,1.0,100.0
1764,Malawi,lat_deg,-15.695,,1.0,100.0
1765,Malawi,lat_deg,-15.6918,,1.0,100.0
1766,Malawi,lat_deg,-15.6859,,1.0,100.0
1767,Malawi,lat_deg,-15.6914,,1.0,100.0
1768,Malawi,lat_deg,-15.69,,1.0,100.0
1769,Malawi,lat_deg,-15.6896,,1.0,100.0
1770,Malawi,lat_deg,-15.6891,,1.0,100.0
1771,Malawi,lat_deg,-15.6874,1.0,1.0,50.0
1772,Malawi,lat_deg,-15.6872,1.0,1.0,50.0
1773,Malawi,lat_deg,-15.6566,1.0,1.0,50.0
1774,Malawi,lat_deg,-15.6518,,1.0,100.0
1775,Malawi,lat_deg,-15.647,,1.0,100.0
1776,Malawi,lat_deg,-15.575,1.0,1.0,50.0
1777,Malawi,lat_deg,-15.5955,,1.0,100.0
1778,Malawi,lat_deg,-15.5845,,1.0,100.0
1779,Malawi,lat_deg,-15.5808,,1.0,100.0
1780,Malawi,lat_deg,-15.5775,1.0,1.0,50.0
1781,Malawi,lat_deg,-15.5767,,1.0,100.0
1782,Malawi,lat_deg,-15.5754,,1.0,100.0
1783,Malawi,lat_deg,-15.5744,,1.0,100.0
1784,Malawi,lat_deg,-15.603,,1.0,100.0
1785,Malawi,lat_deg,-15.5738,3.0,1.0,25.0
1786,Malawi,lat_deg,-15.5728,,1.0,100.0
1787,Malawi,lat_deg,-15.5711,,1.0,100.0
1788,Malawi,lat_deg,-15.5701,,1.0,100.0
1789,Malawi,lat_deg,-15.5698,1.0,1.0,50.0
1790,Malawi,lat_deg,-15.5637,2.0,1.0,33.33
1791,Malawi,lat_deg,-15.8433,1.0,1.0,50.0
1792,Malawi,lat_deg,-15.6156,,1.0,100.0
1793,Malawi,lat_deg,-15.6407,,1.0,100.0
1794,Malawi,lat_deg,-15.6275,,1.0,100.0
1795,Malawi,lat_deg,-15.6402,,1.0,100.0
1796,Malawi,lat_deg,-15.6393,,1.0,100.0
1797,Malawi,lat_deg,-15.6363,,1.0,100.0
1798,Malawi,lat_deg,-15.6322,,1.0,100.0
1799,Malawi,lat_deg,-15.6288,1.0,1.0,50.0
1800,Malawi,lat_deg,-15.628,,1.0,100.0
1801,Malawi,lat_deg,-15.6274,,1.0,100.0
1802,Malawi,lat_deg,-15.6161,1.0,1.0,50.0
1803,Malawi,lat_deg,-15.6246,,1.0,100.0
1804,Malawi,lat_deg,-15.6236,1.0,1.0,50.0
1805,Malawi,lat_deg,-15.6232,,1.0,100.0
1806,Malawi,lat_deg,-15.6212,1.0,1.0,50.0
1807,Malawi,lat_deg,-15.620999999999999,,1.0,100.0
1808,Malawi,lat_deg,-15.6206,,1.0,100.0
1809,Malawi,lat_deg,-15.4837,2.0,1.0,33.33
1810,Malawi,lat_deg,-15.4821,1.0,1.0,50.0
1811,Malawi,lat_deg,-15.3216,1.0,1.0,50.0
1812,Malawi,lat_deg,-15.3535,4.0,1.0,20.0
1813,Malawi,lat_deg,-15.3593,1.0,1.0,50.0
1814,Malawi,lat_deg,-15.3588,2.0,1.0,33.33
1815,Malawi,lat_deg,-15.3587,,1.0,100.0
1816,Malawi,lat_deg,-15.3585,2.0,1.0,33.33
1817,Malawi,lat_deg,-15.3584,2.0,1.0,33.33
1818,Malawi,lat_deg,-15.3583,2.0,1.0,33.33
1819,Malawi,lat_deg,-15.357999999999999,,1.0,100.0
1820,Malawi,lat_deg,-15.3579,,1.0,100.0
1821,Malawi,lat_deg,-15.3576,3.0,1.0,25.0
1822,Malawi,lat_deg,-15.3572,1.0,1.0,50.0
1823,Malawi,lat_deg,-15.357000000000001,,1.0,100.0
1824,Malawi,lat_deg,-15.3556,1.0,1.0,50.0
1825,Malawi,lat_deg,-15.3554,2.0,1.0,33.33
1826,Malawi,lat_deg,-15.3551,,1.0,100.0
1827,Malawi,lat_deg,-15.3548,1.0,1.0,50.0
1828,Malawi,lat_deg,-15.3594,,1.0,100.0
1829,Malawi,lat_deg,-15.3603,,1.0,100.0
1830,Malawi,lat_deg,-15.3623,1.0,1.0,50.0
1831,Malawi,lat_deg,-15.3716,,1.0,100.0
1832,Malawi,lat_deg,-15.3796,1.0,1.0,50.0
1833,Malawi,lat_deg,-15.3791,1.0,1.0,50.0
1834,Malawi,lat_deg,-15.3763,,1.0,100.0
1835,Malawi,lat_deg,-15.3759,2.0,1.0,33.33
1836,Malawi,lat_deg,-15.3754,,1.0,100.0
1837,Malawi,lat_deg,-15.374,,1.0,100.0
1838,Malawi,lat_deg,-15.370999999999999,1.0,1.0,50.0
1839,Malawi,lat_deg,-15.364,1.0,1.0,50.0
1840,Malawi,lat_deg,-15.3702,1.0,1.0,50.0
1841,Malawi,lat_deg,-15.3686,3.0,1.0,25.0
1842,Malawi,lat_deg,-15.3652,2.0,1.0,33.33
1843,Malawi,lat_deg,-15.3646,1.0,1.0,50.0
1844,Malawi,lat_deg,-15.3644,,1.0,100.0
1845,Malawi,lat_deg,-15.3642,3.0,1.0,25.0
1846,Malawi,lat_deg,-15.354000000000001,,1.0,100.0
1847,Malawi,lat_deg,-15.3524,1.0,1.0,50.0
1848,Malawi,lat_deg,-15.4815,1.0,1.0,50.0
1849,Malawi,lat_deg,-15.3519,1.0,1.0,50.0
1850,Malawi,lat_deg,-15.3333,,1.0,100.0
1851,Malawi,lat_deg,-15.3329,1.0,1.0,50.0
1852,Malawi,lat_deg,-15.3307,1.0,1.0,50.0
1853,Malawi,lat_deg,-15.3305,1.0,1.0,50.0
1854,Malawi,lat_deg,-15.3296,,1.0,100.0
1855,Malawi,lat_deg,-15.3286,1.0,1.0,50.0
1856,Malawi,lat_deg,-15.3268,,1.0,100.0
1857,Malawi,lat_deg,-15.3262,,1.0,100.0
1858,Malawi,lat_deg,-15.3261,1.0,1.0,50.0
1859,Malawi,lat_deg,-15.3244,,1.0,100.0
1860,Malawi,lat_deg,-15.3239,1.0,1.0,50.0
1861,Malawi,lat_deg,-15.3238,1.0,1.0,50.0
1862,Malawi,lat_deg,-15.3235,1.0,1.0,50.0
1863,Malawi,lat_deg,-15.3231,,1.0,100.0
1864,Malawi,lat_deg,-15.3221,,1.0,100.0
1865,Malawi,lat_deg,-15.3346,,1.0,100.0
1866,Malawi,lat_deg,-15.3347,2.0,1.0,33.33
1867,Malawi,lat_deg,-15.3354,1.0,1.0,50.0
1868,Malawi,lat_deg,-15.3475,1.0,1.0,50.0
1869,Malawi,lat_deg,-15.3514,1.0,1.0,50.0
1870,Malawi,lat_deg,-15.3511,2.0,1.0,33.33
1871,Malawi,lat_deg,-15.3507,2.0,1.0,33.33
1872,Malawi,lat_deg,-15.3499,,1.0,100.0
1873,Malawi,lat_deg,-15.3485,1.0,1.0,50.0
1874,Malawi,lat_deg,-15.3478,,1.0,100.0
1875,Malawi,lat_deg,-15.3466,2.0,1.0,33.33
1876,Malawi,lat_deg,-15.3388,,1.0,100.0
1877,Malawi,lat_deg,-15.3465,1.0,1.0,50.0
1878,Malawi,lat_deg,-15.344000000000001,1.0,1.0,50.0
1879,Malawi,lat_deg,-15.3433,1.0,1.0,50.0
1880,Malawi,lat_deg,-15.3422,,1.0,100.0
1881,Malawi,lat_deg,-15.3421,4.0,1.0,20.0
1882,Malawi,lat_deg,-15.3395,,1.0,100.0
1883,Malawi,lat_deg,-15.3818,3.0,1.0,25.0
1884,Malawi,lat_deg,-15.3828,,1.0,100.0
1885,Malawi,lat_deg,-15.3845,1.0,1.0,50.0
1886,Malawi,lat_deg,-15.3855,1.0,1.0,50.0
1887,Malawi,lat_deg,-15.4546,2.0,1.0,33.33
1888,Malawi,lat_deg,-15.4535,1.0,1.0,50.0
1889,Malawi,lat_deg,-15.4493,,1.0,100.0
1890,Malawi,lat_deg,-15.4491,,1.0,100.0
1891,Malawi,lat_deg,-15.4487,,1.0,100.0
1892,Malawi,lat_deg,-15.4483,,1.0,100.0
1893,Malawi,lat_deg,-15.4478,,1.0,100.0
1894,Malawi,lat_deg,-15.445,,1.0,100.0
1895,Malawi,lat_deg,-15.4422,1.0,1.0,50.0
1896,Malawi,lat_deg,-15.4387,,1.0,100.0
1897,Malawi,lat_deg,-15.4365,,1.0,100.0
1898,Malawi,lat_deg,-15.4356,1.0,1.0,50.0
1899,Malawi,lat_deg,-15.4354,2.0,1.0,33.33
1900,Malawi,lat_deg,-15.4344,,1.0,100.0
1901,Malawi,lat_deg,-15.4339,,1.0,100.0
1902,Malawi,lat_deg,-15.4551,2.0,1.0,33.33
1903,Malawi,lat_deg,-15.4597,1.0,1.0,50.0
1904,Malawi,lat_deg,-15.4658,1.0,1.0,50.0
1905,Malawi,lat_deg,-15.4758,1.0,1.0,50.0
1906,Malawi,lat_deg,-15.4806,1.0,1.0,50.0
1907,Malawi,lat_deg,-15.4786,,1.0,100.0
1908,Malawi,lat_deg,-15.4785,,1.0,100.0
1909,Malawi,lat_deg,-15.4781,2.0,1.0,33.33
1910,Malawi,lat_deg,-15.478,1.0,1.0,50.0
1911,Malawi,lat_deg,-15.477,,1.0,100.0
1912,Malawi,lat_deg,-15.475,3.0,1.0,25.0
1913,Malawi,lat_deg,-15.469000000000001,2.0,1.0,33.33
1914,Malawi,lat_deg,-15.4736,,1.0,100.0
1915,Malawi,lat_deg,-15.4719,,1.0,100.0
1916,Malawi,lat_deg,-15.4715,,1.0,100.0
1917,Malawi,lat_deg,-15.4713,,1.0,100.0
1918,Malawi,lat_deg,-15.4699,1.0,1.0,50.0
1919,Malawi,lat_deg,-15.4697,2.0,1.0,33.33
1920,Malawi,lat_deg,-15.4338,,1.0,100.0
1921,Malawi,lat_deg,-15.4334,,1.0,100.0
1922,Malawi,lat_deg,-15.4333,1.0,1.0,50.0
1923,Malawi,lat_deg,-15.395999999999999,3.0,1.0,25.0
1924,Malawi,lat_deg,-15.405999999999999,,1.0,100.0
1925,Malawi,lat_deg,-15.4041,,1.0,100.0
1926,Malawi,lat_deg,-15.404000000000002,2.0,1.0,33.33
1927,Malawi,lat_deg,-15.4039,1.0,1.0,50.0
1928,Malawi,lat_deg,-15.4021,1.0,1.0,50.0
1929,Malawi,lat_deg,-15.3968,,1.0,100.0
1930,Malawi,lat_deg,-15.3953,1.0,1.0,50.0
1931,Malawi,lat_deg,-15.4116,,1.0,100.0
1932,Malawi,lat_deg,-15.3948,4.0,1.0,20.0
1933,Malawi,lat_deg,-15.3943,1.0,1.0,50.0
1934,Malawi,lat_deg,-15.3924,,1.0,100.0
1935,Malawi,lat_deg,-15.3916,1.0,1.0,50.0
1936,Malawi,lat_deg,-15.3902,2.0,1.0,33.33
1937,Malawi,lat_deg,-15.39,1.0,1.0,50.0
1938,Malawi,lat_deg,-15.4072,5.0,1.0,16.67
1939,Malawi,lat_deg,-15.4124,,1.0,100.0
1940,Malawi,lat_deg,-15.4316,,1.0,100.0
1941,Malawi,lat_deg,-15.4255,2.0,1.0,33.33
1942,Malawi,lat_deg,-15.4305,1.0,1.0,50.0
1943,Malawi,lat_deg,-15.4301,1.0,1.0,50.0
1944,Malawi,lat_deg,-15.4294,2.0,1.0,33.33
1945,Malawi,lat_deg,-15.4289,,1.0,100.0
1946,Malawi,lat_deg,-15.4279,,1.0,100.0
1947,Malawi,lat_deg,-15.4275,,1.0,100.0
1948,Malawi,lat_deg,-15.4236,1.0,1.0,50.0
1949,Malawi,lat_deg,-15.4127,1.0,1.0,50.0
1950,Malawi,lat_deg,-15.4233,,1.0,100.0
1951,Malawi,lat_deg,-15.4206,3.0,1.0,25.0
1952,Malawi,lat_deg,-15.4204,1.0,1.0,50.0
1953,Malawi,lat_deg,-15.4166,,1.0,100.0
1954,Malawi,lat_deg,-15.4153,1.0,1.0,50.0
1955,Malawi,lat_deg,-15.4151,1.0,1.0,50.0
1956,Malawi,lat_deg,-15.5969,,1.0,100.0
1957,Malawi,lat_deg,-15.8737,1.0,1.0,50.0
1958,Malawi,lat_deg,-15.8435,1.0,1.0,50.0
1959,Malawi,lat_deg,-16.2505,1.0,1.0,50.0
1960,Malawi,lat_deg,-16.2521,,1.0,100.0
1961,Malawi,lat_deg,-16.2517,,1.0,100.0
1962,Malawi,lat_deg,-16.2515,1.0,1.0,50.0
1963,Malawi,lat_deg,-16.2513,,1.0,100.0
1964,Malawi,lat_deg,-16.2509,1.0,1.0,50.0
1965,Malawi,lat_deg,-16.2508,,1.0,100.0
1966,Malawi,lat_deg,-16.2468,,1.0,100.0
1967,Malawi,lat_deg,-16.2526,,1.0,100.0
1968,Malawi,lat_deg,-16.2467,,1.0,100.0
1969,Malawi,lat_deg,-16.2453,,1.0,100.0
1970,Malawi,lat_deg,-16.2447,,1.0,100.0
1971,Malawi,lat_deg,-16.2441,1.0,1.0,50.0
1972,Malawi,lat_deg,-16.2437,,1.0,100.0
1973,Malawi,lat_deg,-16.2436,,1.0,100.0
1974,Malawi,lat_deg,-16.2525,,1.0,100.0
1975,Malawi,lat_deg,-16.2561,1.0,1.0,50.0
1976,Malawi,lat_deg,-16.2433,1.0,1.0,50.0
1977,Malawi,lat_deg,-16.2695,,1.0,100.0
1978,Malawi,lat_deg,-16.2737,,1.0,100.0
1979,Malawi,lat_deg,-16.2734,,1.0,100.0
1980,Malawi,lat_deg,-16.2724,,1.0,100.0
1981,Malawi,lat_deg,-16.2717,,1.0,100.0
1982,Malawi,lat_deg,-16.2714,,1.0,100.0
1983,Malawi,lat_deg,-16.2696,,1.0,100.0
1984,Malawi,lat_deg,-16.2692,,1.0,100.0
1985,Malawi,lat_deg,-16.2597,,1.0,100.0
1986,Malawi,lat_deg,-16.2685,,1.0,100.0
1987,Malawi,lat_deg,-16.2666,,1.0,100.0
1988,Malawi,lat_deg,-16.2665,,1.0,100.0
1989,Malawi,lat_deg,-16.2662,,1.0,100.0
1990,Malawi,lat_deg,-16.2659,1.0,1.0,50.0
1991,Malawi,lat_deg,-16.2608,,1.0,100.0
1992,Malawi,lat_deg,-16.2434,4.0,1.0,20.0
1993,Malawi,lat_deg,-16.2431,1.0,1.0,50.0
1994,Malawi,lat_deg,-16.3249,,1.0,100.0
1995,Malawi,lat_deg,-16.2078,,1.0,100.0
1996,Malawi,lat_deg,-16.2156,2.0,1.0,33.33
1997,Malawi,lat_deg,-16.2149,,1.0,100.0
1998,Malawi,lat_deg,-16.2139,,1.0,100.0
1999,Malawi,lat_deg,-16.2138,,1.0,100.0
2000,Malawi,lat_deg,-16.2091,1.0,1.0,50.0
2001,Malawi,lat_deg,-16.209,,1.0,100.0
2002,Malawi,lat_deg,-16.2066,1.0,1.0,50.0
2003,Malawi,lat_deg,-16.2186,,1.0,100.0
2004,Malawi,lat_deg,-16.2057,2.0,1.0,33.33
2005,Malawi,lat_deg,-16.2056,,1.0,100.0
2006,Malawi,lat_deg,-16.2055,,1.0,100.0
2007,Malawi,lat_deg,-16.2021,,1.0,100.0
2008,Malawi,lat_deg,-16.2014,,1.0,100.0
2009,Malawi,lat_deg,-16.2006,,1.0,100.0
2010,Malawi,lat_deg,-16.2167,,1.0,100.0
2011,Malawi,lat_deg,-16.2189,,1.0,100.0
2012,Malawi,lat_deg,-16.2428,,1.0,100.0
2013,Malawi,lat_deg,-16.2387,,1.0,100.0
2014,Malawi,lat_deg,-16.2424,,1.0,100.0
2015,Malawi,lat_deg,-16.2421,,1.0,100.0
2016,Malawi,lat_deg,-16.2401,,1.0,100.0
2017,Malawi,lat_deg,-16.2396,,1.0,100.0
2018,Malawi,lat_deg,-16.2392,,1.0,100.0
2019,Malawi,lat_deg,-16.2391,,1.0,100.0
2020,Malawi,lat_deg,-16.2347,,1.0,100.0
2021,Malawi,lat_deg,-16.2216,,1.0,100.0
2022,Malawi,lat_deg,-16.2322,,1.0,100.0
2023,Malawi,lat_deg,-16.23,,1.0,100.0
2024,Malawi,lat_deg,-16.2275,2.0,1.0,33.33
2025,Malawi,lat_deg,-16.2262,,1.0,100.0
2026,Malawi,lat_deg,-16.2228,,1.0,100.0
2027,Malawi,lat_deg,-16.2222,,1.0,100.0
2028,Malawi,lat_deg,-16.2756,,1.0,100.0
2029,Malawi,lat_deg,-16.2768,,1.0,100.0
2030,Malawi,lat_deg,-16.2778,,1.0,100.0
2031,Malawi,lat_deg,-16.3052,2.0,1.0,33.33
2032,Malawi,lat_deg,-16.3098,,1.0,100.0
2033,Malawi,lat_deg,-16.3097,,1.0,100.0
2034,Malawi,lat_deg,-16.3064,,1.0,100.0
2035,Malawi,lat_deg,-16.3061,,1.0,100.0
2036,Malawi,lat_deg,-16.305999999999994,1.0,1.0,50.0
2037,Malawi,lat_deg,-16.3054,2.0,1.0,33.33
2038,Malawi,lat_deg,-16.305,,1.0,100.0
2039,Malawi,lat_deg,-16.31,,1.0,100.0
2040,Malawi,lat_deg,-16.3048,,1.0,100.0
2041,Malawi,lat_deg,-16.3045,,1.0,100.0
2042,Malawi,lat_deg,-16.3039,1.0,1.0,50.0
2043,Malawi,lat_deg,-16.3038,,1.0,100.0
2044,Malawi,lat_deg,-16.3036,,1.0,100.0
2045,Malawi,lat_deg,-16.3016,,1.0,100.0
2046,Malawi,lat_deg,-16.3099,1.0,1.0,50.0
2047,Malawi,lat_deg,-16.3104,,1.0,100.0
2048,Malawi,lat_deg,-16.278,,1.0,100.0
2049,Malawi,lat_deg,-16.3184,,1.0,100.0
2050,Malawi,lat_deg,-16.3228,1.0,1.0,50.0
2051,Malawi,lat_deg,-16.3226,,1.0,100.0
2052,Malawi,lat_deg,-16.3213,,1.0,100.0
2053,Malawi,lat_deg,-16.3211,,1.0,100.0
2054,Malawi,lat_deg,-16.32,,1.0,100.0
2055,Malawi,lat_deg,-16.3185,1.0,1.0,50.0
2056,Malawi,lat_deg,-16.3152,,1.0,100.0
2057,Malawi,lat_deg,-16.3105,,1.0,100.0
2058,Malawi,lat_deg,-16.3138,,1.0,100.0
2059,Malawi,lat_deg,-16.3137,,1.0,100.0
2060,Malawi,lat_deg,-16.3136,,1.0,100.0
2061,Malawi,lat_deg,-16.3135,,1.0,100.0
2062,Malawi,lat_deg,-16.3126,,1.0,100.0
2063,Malawi,lat_deg,-16.3122,,1.0,100.0
2064,Malawi,lat_deg,-16.301,,1.0,100.0
2065,Malawi,lat_deg,-16.3,1.0,1.0,50.0
2066,Malawi,lat_deg,-16.2992,,1.0,100.0
2067,Malawi,lat_deg,-16.2846,,1.0,100.0
2068,Malawi,lat_deg,-16.2877,,1.0,100.0
2069,Malawi,lat_deg,-16.2861,2.0,1.0,33.33
2070,Malawi,lat_deg,-16.2855,,1.0,100.0
2071,Malawi,lat_deg,-16.2852,,1.0,100.0
2072,Malawi,lat_deg,-16.2851,,1.0,100.0
2073,Malawi,lat_deg,-16.285,,1.0,100.0
2074,Malawi,lat_deg,-16.2844,,1.0,100.0
2075,Malawi,lat_deg,-16.2991,,1.0,100.0
2076,Malawi,lat_deg,-16.2823,,1.0,100.0
2077,Malawi,lat_deg,-16.282,,1.0,100.0
2078,Malawi,lat_deg,-16.2818,,1.0,100.0
2079,Malawi,lat_deg,-16.2816,1.0,1.0,50.0
2080,Malawi,lat_deg,-16.2814,,1.0,100.0
2081,Malawi,lat_deg,-16.2783,,1.0,100.0
2082,Malawi,lat_deg,-16.2878,,1.0,100.0
2083,Malawi,lat_deg,-16.288,,1.0,100.0
2084,Malawi,lat_deg,-16.2885,,1.0,100.0
